1607520970,buy,2.7656,42.63107570099842,eos,4.5355,,,
1607853746,sell,2.8544,43.989865379632306,eos,2.199487279294253,,,
1608048071,sell,2.9015,44.67496390276498,eos,2.2357806687472888,,,
1608074529,buy,2.8477,43.92382034932709,eos,4.426,,,
1608126339,sell,2.9045,44.78567669375232,eos,4.478559020127511,,,
1608127044,sell,2.9527,45.44515063866979,eos,2.2764402166862654,,,
1608130824,sell,3.0025,46.09222293017255,eos,2.3148344737360715,,,
1608134694,sell,3.0584,46.775224382389965,eos,2.35793164178998,,,
1608162639,sell,3.1044,47.30463153670216,eos,2.393396216574946,,,
1608197098,buy,3.0424,46.62856618434367,eos,4.5967,,,
1608198115,buy,2.9952,46.052741127627456,eos,2.2984,,,
1608199209,sell,3.052,46.78611544423713,eos,4.693079515897731,,,
1608199614,sell,3.103,47.36612963563665,eos,2.385751267665576,,,
1608200094,sell,3.152,47.88879138144763,eos,2.423425071118878,,,
1608217890,sell,3.2029,48.392694648551384,eos,2.4625596955224216,,,
1608221155,sell,3.2542,48.85700874528014,eos,2.5020018611786337,,,
1608223735,buy,3.181,48.23046879055142,eos,4.7395,,,
1608226524,buy,3.133,47.743806997013735,eos,2.3697,,,
1608228864,buy,3.0461,46.807172514881564,eos,4.7394,,,
1608230304,sell,3.1015,47.47475344357963,eos,4.749513911793537,,,
1608237969,buy,3.0499,46.91258557149533,eos,4.7397,,,
1608250914,buy,2.986,46.1191754525648,eos,2.3699,,,
1608253179,sell,3.051,46.96188465125971,eos,4.6884995422106135,,,
1608257724,sell,3.105,47.57441475733174,eos,2.3857409174965536,,,
1608262644,buy,3.047,46.94589273407322,eos,4.7231,,,
1608280074,sell,3.102,47.609543401829846,eos,4.770397547214265,,,
1608293214,buy,3.048,47.01931081752003,eos,4.7359,,,
1608307299,buy,2.998,46.39192307395452,eos,2.368,,,
1608325389,sell,3.0516,47.088795304029546,eos,4.704107788207833,,,
1608351819,sell,3.102,47.662697687408304,eos,2.390900242335286,,,
1608419784,buy,3.034,46.92330539015083,eos,4.7282,,,
1608450654,sell,3.102,47.753372632032196,eos,4.78713648488675,,,
1608450999,sell,3.152,48.28085272569251,eos,2.432149290838653,,,
1608452379,sell,3.203,48.7874191132871,eos,2.4715019602018473,,,
1608455964,sell,3.254,49.25455412617977,eos,2.510854629565031,,,
1608457629,buy,3.1862,48.67382647573881,eos,4.8066,,,
1608461889,buy,3.143,48.22982828959003,eos,2.4033,,,
1608472779,sell,3.2011,48.851477612218545,eos,4.918757691975866,,,
1608476844,sell,3.2519,49.30830390999881,eos,2.498408068872622,,,
1608480174,sell,3.301,49.71611457456172,eos,2.5361311957159027,,,
1608482274,buy,3.246,49.286794966730405,eos,4.8696,,,
1608498924,buy,3.1999,48.85636195216972,eos,2.4348,,,
1608500199,buy,3.148,48.33663930224305,eos,2.4348,,,
1608501759,buy,3.088,47.691370253601804,eos,2.4348,,,
1608501804,buy,3.0324,47.05095996751959,eos,2.4348,,,
1608502539,sell,3.101,47.88875089518074,eos,4.768702485202696,,,
1608509469,sell,3.151,48.41836259336064,eos,2.4227961191347407,,,
1608510744,sell,3.202,48.92014988903924,eos,2.462009893198812,,,
1608515334,sell,3.252,49.3771782754421,eos,2.500454769732204,,,
1608526479,buy,3.1977,48.91345202264959,eos,4.8595,,,
1608538929,buy,3.1495,48.418037889989435,eos,2.4298,,,
1608540579,buy,3.098,47.859539258766034,eos,2.4297,,,
1608545319,buy,3.0471,47.262655590945045,eos,2.4297,,,
1608545874,buy,2.975,46.36645832677229,eos,2.4298,,,
1608598044,buy,2.8938,45.29278042145967,eos,4.8596,,,
1608617364,buy,2.848,44.60120067022915,eos,2.4299,,,
1608638619,sell,2.902,45.441832993045914,eos,4.544195959238262,,,
1608645759,sell,2.951,46.123768360705064,eos,2.3104621426106355,,,
1608654384,buy,2.8993,45.429613145896816,eos,4.5599,,,
1608670239,buy,2.848,44.65362567485827,eos,2.28,,,
1608680499,sell,2.902,45.49629379917253,eos,4.549631142432523,,,
